,0,1,2,3
29,472722988941340672,train,Waking up early in the morning at is not my thing! #sleepie #not #morningperson,Literal
367,473251167812583424,train,I just passed a dead road-killed bear cub on the side of the highway. #irony #Brewers #fb,Literal
301,472661419494625280,train,@Mattys123 terrific news #not  Well I'll just have to hope they choose now to rectify that stat.,Sarcasm
27,472555251070156800,train,"Wow a year ago today I arrived in LA. I still love you, City of Angels, but I don't love your hockey team #sorry #not",Literal
382,474756314460332032,test,LeBron can't take the Heat. #irony #NBAFinals,Literal
151,474711082649804800,train,walb.com/Global/story.a… Poker game among town leaders busted and all arrested. #irony #hypocrisy,Literal
15,472038827771834368,train,I can't believe I waited 20m for a bus only to have it be delayed by too many busses getting in each others way #Irony #MKTransport #Arriva,Literal
229,463158598038589440,train,Q4 Comedy is not supposed to be mean. How can we keep humor from being mean in our classroom? #sarcasm #CAedchat pic.twitter.com/vkMrDDaLkJ,Not_enough_context
286,472402043584278528,train,Must appreciate Ashwin for that well thought out plan. #NOT,Sarcasm
210,472894962359468033,train,Woo! I have to be with my little brothers 8th grade buddies again tonight! Yay! So excited! #Not #Sarcasm,Sarcasm
385,474918214397214720,test,"Some people keep a superb lawn but dirty, unkempt house. #Irony",Literal
454,472193354696884224,test,Knock down my walls ? I promise ill be quiet haha #Not,Sarcasm
82,471677425995489280,train,Had no idea so many people I know were such ardent Maya Angelou fans #sarcasm,Sarcasm
350,463398028469362688,train,#cheersfortgeupdatesboys #isolation #sarcasm @MGR1980 @cmckopite1983 @DMC1709,Not_enough_context
94,472424608722063360,train,"I'm not even going out drinking tonight, but still it was lovely of them to tell me. #Not",Not_enough_context
318,476451325694476288,train,How am I still not good enough for you? I'm literally a model compared to you,Rhetorical question
69,463419669320564736,train,I've really enjoyed sitting in Walter 145 for the past 8 1/2 hours...#sarcasm,Sarcasm
111,463590917258371072,train,Looking at things from a #glasshalffull perspective #bullshit has indeed begun this morning....#brilliant! #sarcasm...,Not_enough_context
410,463062534551896065,test,I really appreciate what you did. #sarcasm,Sarcasm
195,463419925822861312,train,It's nice to see that I'm the last one who's told anything. #sarcasm,Sarcasm
153,472172022077095936,train,Reading a book on why you shouldn't procrastinate to the kids I'm babysitting to put off studying #irony,Literal
256,472714849990868992,train,Guess it's a good time to move on and make new/better friends.  Ya think you know someone... #bestfriends #not #betrayal,Literal
393,476397777929244673,test,@sunflowers83 for pretty little liars? Literally I'm barely on episode one watching it on Netflix an it's pretty good.,Literal
360,472496332507447296,train,Gutted about the result tonight .. Hate losing nippers like that! At least we've got the 3 and half hour drive tomorrow to Brighton! #not!,Sarcasm
206,463162353966522368,train,@techiskwl I don't use sarcasm EVER either nor do I hand out papers #papercuts #sarcasm #caedchat,Sarcasm
337,463077280722747392,train,@wesrucker247 @gberg88 just don't play as the Cubs and you will enjoy it more. #sarcasm,Not_enough_context
456,463136675695063040,test,"George Washington: Okay british we are gonna ""attack"" new york. #sarcasm",Other
288,472905359774846977,train,"@Courtneyy_Ann24 oh yeah let me just do that one real quick, it'll sound really good acoustic. #not",Sarcasm
334,472566656515194882,train,@megynkelly @FoxNews she takes responsibility in her book. #not a fan,Not_enough_context
43,472462109825966080,train,My dad is such a riveting person to converse with #not,Sarcasm
253,399951701039255552,train,It's rude to be happy in an office.,Literal
427,472028914005868544,test,I love how my phone goes from 91% to 56% in a half hour. #not #iphoneProblems #iphone,Sarcasm
358,472428705231675392,train,"@AnikaNoniRose #Irony Beside the message behind ""Golddigger"", Ray was phenomenal just listening to the Ray movie soundtracks!!",Literal
264,463583260237647872,train,Mine would say #prone to #sarcasm and #suddenoutbursts lol! What would.yours? instagram.com/p/npbH8JpGbn/,Literal
201,472569283273187332,train,ur rly dark ur rly dark and ur mean and ur dark and ur a fag and ur my uh ya. ur my bfffff. #not oh did i mention ur dark? HAHAHA FAG BYE,Sarcasm
117,472082020240084992,train,@RawStory Another fine example of a responsible gun owner. #NOT #tcot #gunsense,Not_enough_context
417,472026432403947520,test,"working like a donkey, feeling like an ass #not #a #good #day",Metaphor
83,463001700312178689,train,"@ej1freak #SundaySalute to my worst follower. She's not cool, not sweet & not awesome. She's so cocky & she thinks she's hilarious #SARCASM",Sarcasm
194,473021846015987712,train,@srrohohyes Including starving kids in Africa? Way to go God! Count me in too. #not #atheism,Rhetorical question
225,472617530339516416,train,Please tell me more about how you came to our country and now want us to change our traditions because they offend you. #NOT,Sarcasm
6,474744548993036288,train,"If the @MiamiHEAT blame the ""HEAT"" at @Spurs AT&T Center I'm gonna lose my mind. #irony #MIAvsSA #GoSpursGo",Literal
176,472923052347768832,train,S/O to MaShawn Sims and Ja Iaintmadatcha Will for our weight loss bet...I won!!! $300!!! Drinks on me #NOT!!! #GiveMeMyMoney!!!,Other
381,472287550724268032,test,A Spicy Ice Cream on a Hot Afternoon. #siliicecream #irony @ 1st Colonial Grill instagram.com/p/onRYD8xETy/,Literal
138,472218826617401344,train,"Galatians 1:10 KJVA For do I now #persuade #men, or #God? or do I #seek #to #please #men? for if I yet pleased men, I #should #not (1/2)",Literal
377,472371323185156097,train,@sonyxperia your latest system update has caused my Xperia z to crash as well as. Continually lose signal... #not impressed,Literal
473,472590420682498048,test,@ShawnTHW classic 90s grunge. But... #not all up in the #GOTY convo.,Not_enough_context
215,472555373858021376,train,Sooo shocked that the madden cover vote finals is between sherman and newton #NOT,Sarcasm
254,473918136710746112,train,"There's a coder here who looks like an older @chelis714. He's called ""the janitor"" because he cleans up teammates coding disasters #irony",Literal
269,476455694061670400,train,At 1630. We've literally spent the entire day at the dfac pretty much. Probably going to do some hard drinking tonight so I can....,Literal
426,463089835511910401,test,I love how my day can go from totally awesome to totally awful in seconds #sarcasm,Sarcasm
162,472817265852043264,train,I'm the oldest thing in #Revelstoke's wonderful #ModernBakery...there's your #Irony for the day.,Literal
346,472819688691736576,train,That bellend in the sunglasses at ringside looks well #not,Not_enough_context
408,463369138157924352,test,"Keep sharing the ""Look Up"" video on......Social Media :P #socialmedia #lookup #sarcasm",Sarcasm
85,472740112636583939,train,@matt_serna Athens bars. But the tuscarawas bars are still top notch #not,Not_enough_context
10,472185043058954241,train,"HAPPY BIRTHDAY BASIC , I LOVE U BAE . HAPPY 18 lets go clubbing soon #not SERIOUSLY WE ARE GOING OUT THIS WEEKEND I PAY",Literal
466,463449337885114368,test,#not #sarcasm #ijustwanttobeathomemakingtacos,Not_enough_context
129,476472529507606528,train,Mortal Kombat X looks pretty sick! Literally and non-literally. #E32014,Literal
149,474312181627228160,train,Photo of #statues of #oldcameras taken with an #iPhone #digital #camera....#irony? instagram.com/p/o1qEnyvOEt/,Literal
130,472873442145234944,train,Grammar #irony RT @vickiiaNnAmarie: @IAmDeterria lol u funny .but ur grammer is not correct either.its talking not taking.,Literal
263,474138273820860417,train,flipping thru the channels at 4:30am & i stumble across a convicting episode of sid the science kid about why sleep is good for you. #irony,Literal
447,472636454372663296,test,Had an hour an half sleep before rudely woken up by my mom. Again now i cant sleep today is gonna be so fun #NOT,Sarcasm
378,472419588534460416,train,"Nearly mown down in crosswalk by van emblazoned with ""SAFETY SOLUTIONS!"" #irony",Literal
396,472465430612021248,test,"Make a #declaration, “This difficulty is #not going to bury me. I refuse to live in #selfpity. I may be down, but it’s only #temporary""",Literal
214,472727902333595648,train,"0/5, 0/4, 0/12  I'm so happy, like really. I'm so grateful that I have none of my idols following me, it's great. #sarcasm",Sarcasm
404,463003133258371073,test,Love all my supportive friends. #sarcasm,Sarcasm
306,472334416770252801,train,And things jus keep on getting better #not,Sarcasm
7,472443242794209281,train,I told my mom that my ass looked good in the pants I'm wearing and she told me she's happy for me. #sarcasm,Literal
158,472410793901031424,train,At the park with Elle; some bloke has taken his 2 kids & has got them sitting on the grass NEXT to the park playing on iPads #irony,Literal
292,472328842716008448,train,Why did I decided to stay up until 6am?!? Well I geuss I'm doing nothing but sleeping today..... #yay #not :p,Sarcasm
17,472814643883552768,train,@archeroo @D_Dublu_racing He's spent all this week accusing Smolinski of cheating as well. #irony,Literal
146,463542387151998978,train,Just realized my birthdays in a month and I am in no way shape or form excited about turning 23...  #yay #anotheryearolder #sarcasm,Literal
198,472541609629081600,train,"I love how psychology, sex and love, horny facts and all the other twitter accounts in the genre tweet the same things... #not",Sarcasm
397,472641748423176192,test,#Liberal & #Conservative are #not dirty words; but sometimes they're used by #DirtyPeople.,Literal
38,463084125143179264,train,Being sick sure is fun.. #sarcasm,Sarcasm
265,472814521300819970,train,@jessicaburroug2 @Lwaldrop_13 @MaddieOB7 #Not what we had hoped for @FSU_Softball but so much to be #Proud of this season. Thank you,Literal
332,463150847321313280,train,Yes Daniel Kane is the reason there's so much wrong with the world. #Sarcasm #ExtremeRules,Sarcasm
2,472244251053412352,train,@TweetLift_ You favorited that tweet about not favoriting. lol #Irony :),Literal
123,464606878967013378,train,@IUQuarry I think the fact we're not exactly football powerhouse might have scared Carolina so they go for a WR from the nat'l champs.,Literal
168,472134704368738304,train,Tired and just want to sleep .. All i get it agg! #not #happy.,Literal
108,474760329013264384,train,“@SSchultz_3: No way Jordan plays the game if he can't walk! #5-0” quit making excuses... Lebron couldn't handle the heat #irony,Not_enough_context
257,472375030429401091,train,"I remember 6 years ago me saying Hell  No when someone told that I'm gonna become an engineer ,look where life has gotten me !!! #Irony",Literal
54,472944665424314368,train,Excited for the same exact teams in the nba finals this year #not,Sarcasm
96,472059092568375296,train,@jakelong73 I love the 'work appropriate' designation in this question. #irony,Not_enough_context
122,472664216063979521,train,Some people need to grow up don't they ? #act #your #age #not #your #shoe #size,Literal
244,472437963075649537,train,"The play presentation button on the ""Learn Grails"" page grails.org/learn pops up a blank screen with no presentation. #irony",Literal
182,472307429141909505,train,@frillseeker good thinking! I think we have to wait for a certain publication to get the exclusive before we all run panting to cover. #not,Sarcasm
295,463501996914270208,train,Real excited about this episode of the boondocks too. I DEFINITELY wanna see animated tv's only black family be slaves #Sarcasm,Sarcasm
469,472948921992753152,test,@HAabdelrazzaq I don't see me being a terrorist like you either... #ross #not #abdelBOMB #Merica,Not_enough_context
321,463008169388957697,train,Wow bazooka gum has the best jokes #sarcasm,Sarcasm
147,472142638721024000,train,"It's a shame he did the four ladies (so to speak), I think #joeybarton has been good otherwise #BBCQT",Literal
317,472175138625323008,train,Huge Jackman looked a little scronny in the newest X-men film. #not #DoesHeFitThroughDoors? #HughJackman,Sarcasm
222,473038141188997120,train,"My doctor thinks I should cut down on salt. Yes, I need to make it to 100 while eating bland food. #Not #Duh #checkplease",Sarcasm
267,472869741498228736,train,4 years at ferris and I finally get the invite to @huffa9299 s house #goodfriend #not #happybirthday,Literal
125,464282618901827584,train,"@aliholland73 Hee Hee! Cardiff is virtually deserted, not that I would know as I'm still tucked up in bed. #lovely",Literal
251,472746701011562496,train,The height of summer and I'm smothered with a cold #NiceWaaaan #Not,Literal
4,473612473145110529,train,My husband just called someone an ignoramus. Then asked me if that is spelled with an e or an i. #irony #seriously,Literal
52,463013420225159168,train,"Dear Snow, I'm SO glad you're back this May. I REALLY missed you in the two weeks you were gone. #sarcasm #SaidNoOneEver #yegwx",Sarcasm
299,463294575948214272,train,"Well, Chrissy, if Tony said it before the election, it must be true #qanda #sarcasm",Sarcasm
150,472214508086513664,train,"""It's a tragedy when ppl start to go off on their own theories and not listen to the scientific evidence,"" said @pmharper on #CBC. #irony",Literal
425,463353492405755904,test,@diarmuid_brod it's so good to have u back hurling this year and being around the panel!! #sarcasm,Sarcasm
204,472277862750244864,train,What a great day soo much great stuff happend to me today. #not #fucktoday #fuckthepolice and #fuckmyparents,Sarcasm
159,476422384094679041,train,@360ShieldBash i literally haven't played SnR since the switch besides one game in a mosh lobby. good riddance to that game mode.,Literal
97,472405949404033024,train,The irony is waiting to happen #GKG #irony #LAPride i.instagram.com/p/omtbf2H_sl/,Not_enough_context
429,463043160021950465,test,Also do we cut Hale since he loaded the bases this inning? He obviously sucks. #sarcasm,Rhetorical question
174,463496098628517888,train,@WWEUniverse #RAW lets add a name to a character that has been known as one name for years. Great idea. #sarcasm #whowritesthis?,Sarcasm
56,472417142227206144,train,Spent my morning in the hospital. Just what I wanted. #not #fuckthehospital,Sarcasm
445,463145628072439808,test,Nice work officiating tonight @bruggy27! #Sarcasm #NAHL,Sarcasm
268,472557859373588480,train,@stephenasmith U were SO RIGHT.... Paul George is #NOT a SuperStar !,Literal
39,472943106405728256,train,Thank You Russell. Very Much. You played so great in the fourth. #not #Stupid,Sarcasm
76,472358900683919360,train,Yay for spending this beautiful day inside! #sarcasm #workworld #realworld #frustrated,Sarcasm
98,472104091997335552,train,"I don't get into Pagan customs so Kristianity I practice ((((#NOT))))! Seed of Shem right here, Hebrew of The Mosaic Law!!!!!!! ~Avichayil~",Not_enough_context
255,472782135905222658,train,Pretty cool! Our music video for Call Me will be shown at Krakow Int. film festival today!! #callme #not #maybe,Literal
199,473063607044169728,train,Just want I wanted to hear this morning....3 hour delay! #not,Sarcasm
42,472202209758035968,train,@NHL @NYRangers @CanadiensMTL Thanks to the #Ref for winning the game for #NYR  your the Greatest #Not...,Sarcasm
24,472950656983379968,train,11yr old son squealing is not happy to mama's ears. #music #not,Literal
451,472200156440313856,test,"Got a concussion and didnt make the team, what a good day #not",Sarcasm
389,472078325687390208,test,Irony is not missed here. #irony #hsph instagram.com/p/olyO0TtS2S/,Literal
302,472216686506950656,train,time to go to work….. yayyyy for the 30 minute walk and then 3 buses!!! #not ugh hurry up 23rd june I want my licence already!!!,Sarcasm
187,463133525248868352,train,@TomOrr777 wow. Because clearly Native Americans were treated wonderfully by the US Govt. #sarcasm,Sarcasm
93,472176536704266240,train,It's fun to watch the #CLAVic14 conference controversy play out over twitter. Complex problem easily solved in 140 characters. #Not @CLA_web,Not_enough_context
434,472312771724734465,test,Time for a one hr nap before I wakeup to continue studying again....oh how I love summer classes #not,Sarcasm
320,463010624415748096,train,@HPbasketball #raptors fans love that Joey Crawford is refereeing this game. #sarcasm,Sarcasm
66,463306278932975616,train,Just reviewing some ballots from this year and I can say that this tournament was the most productive #Sarcasm pic.twitter.com/7fFbm1jhvB,Sarcasm
421,465380017145663488,test,Don't you love it when you try to hang with people but you pass out early as fuck like an old lady :/ ugh so frustrating,Rhetorical question
63,472094080491454465,train,Why yes I would love to mow the yard right after working all day #Not,Sarcasm
300,472239484558249985,train,I like how Wil told me he was coming down tomorrow.. #Not @Wilrodgers,Sarcasm
213,460230489618780160,train,"This is really what I wanted to come home to, let me tell ya. #sarcasm",Sarcasm
171,463035399955562497,train,The #Phillies 7-9 hitters today should be a tall order for Gio. #Sarcasm,Sarcasm
304,472582936601317376,train,@AlliSpeed did you know that KFC brought back the double down. bet you wanna try that again #not,Sarcasm
276,472096870786166784,train,Hahaha I love getting notified of awards through my own twitter account! #not #HowdTheyDoThat!? #HackedbyBJU,Sarcasm
370,472079138644566017,train,@nerinedorman You're a horror writer on Twitter:)  #irony,Literal
212,463340212442001408,train,"can't find tweet re: prayer @ public mtgs., but the fact that atheists are ""welcome"" to lead a prayer made ME feel better. #sarcasm",Sarcasm
338,471678348444573697,train,Ok our food was soooooo baaddddd we couldn't finish it #sarcasm #delish #kapowrocks #mouthgasmic @KapowNoodleBar pic.twitter.com/sRGVj4ab8Q,Not_enough_context
114,472129569068433408,train,"I'm watching Battleship right now because clearly, I have a lot of time on my hands. #not",Not_enough_context
394,472071439764316162,test,lol i tweeted about how tal sings better than adele today and then an adele fan account followed me #irony,Literal
28,472363956129255424,train,SHINEKI SHOULD BE FIRED ALONG WITH EVERY CORRUPT CRIMINAL ON @TheHill THAT VOTED #NOT TO EXTEND BENEFITS TO OUR TROOPS @Politico @WhiteHouse,Literal
181,472538698458746880,train,Oh body clock. Thank you for waking me up at 6:08 on a Saturday morning. And #not,Sarcasm
100,472777133530812416,train,@The_Mad_Matter oh that's cute! I think that you have too very much swaggady daggady! #i #am #not #sober,Not_enough_context
191,472280110884986880,train,I see you've grown more attractive since we last met... gravitationally speaking. #compliment #NOT,Other
36,472054578536398850,train,"The body becomes a doorway, so to speak, into a deeper sense of aliveness underneath the fluctuating emotions and your thinking. [21]",Metaphor
260,474846433699696641,train,Coz its just amazing how organisations acknowldge the significance of youth in Climate Change issues but hardly invest in them. #irony,Literal
416,472872239688589313,test,I think I'm going to take a month or two vacation!   #not #gladihavechoicestho,Sarcasm
31,474930873083912194,train,Hope that Rutherford gets rid of Bylsma as the Penguins coach and Francis picks him up as the Hurricanes coach #irony,Literal
470,472061811253338112,test,"""People"" love fake people #Irony",Not_enough_context
242,476485650632704000,train,“@amandadawnlowe: Kaile and her mom are fighting but it's yelling compliments at each other and I'm really confused lmao” literally my life,Literal
281,472055861653676032,train,Got anxious so my mother told me I would fail at life. Having fun at home! #not,Sarcasm
307,472577516893663232,train,Apparently my mom isn't going to let me take my car when I move to bountiful this weekend. I'm in a GREAT mood now. #not,Sarcasm
270,476493634679091200,train,I went an saw prisoners last night and I was literally yelling at jake gillynahlakhs,Literal
352,472330211653320705,train,Pay attention to these next two retweets. They're being done in order. #irony,Not_enough_context
65,472780724844912642,train,"Yes, because I love sitting inside doing homework on a nice day... #NOT",Sarcasm
310,472198850904883200,train,Yea nice to know my own parents have my back. #not,Sarcasm
342,463505401833881600,train,"Yeah, no need to swing the bat there.. #sarcasm",Not_enough_context
290,460210612618805250,train,"yeah, thats not bigoted at all #sarcasm @RBRadioNetwork @Gumlegs @rclilly1225 @prepper1776",Sarcasm
5,472099378279493633,train,Only 1 more sleep until I take haiden to his first England match...  #not sure who's more excited! — feeling excited,Literal
62,472432315088396288,train,"""I'll spoil you like sour milk"" bc that's sexy, #not #raplyricfail #darkhorse",Other
205,463399543217070080,train,"Yeah, threatening to punch somebody is a great way to convince people you're not violent. #sarcasm #DrPhil",Sarcasm
57,472676106022027264,train,Who kicks a student out on their #SeniorGradNight because they had to drive themselves and couldnt ride the bus? Thanks a lot #not #screwyou,Other
392,472932175617458177,test,"@georgediaz @jackaberlin #IRONY ...for some, that thing that you use, to get the wrinkles outta your clothes with.",Literal
341,472031737271549953,train,"@Catwhoorg See, I was thinking it was more a #metaphor for #NetNeutrality",Not_enough_context
106,473112754673696769,train,@Roberto_Cavalli #you are a copy artist#not a fashion artist#TakeOffJustLogo #sufi rights#,Not_enough_context
250,472885093959467009,train,@LaceUpBoxing retire on top  he'll never get another night like tonight #who will #nobody #not even floyd,Literal
101,472426286322040832,train,Doctor said I should get physiotherapy for my knee..clearly been playing too many sports #active #not #suchamong,Not_enough_context
326,472206074930819072,train,"Poor Canadians, atleast you still have .............. ? Something to cheer for #NOT #fuckthehabs",Sarcasm
329,463074313059323904,train,Love the staged Crosby jersey signing on NBC.  It didn't look fake at all. #Sarcasm,Sarcasm
289,472803117504167936,train,I'm so happy that Estrella doesn't offer Bio 202 over the summer!! #great #sarcastic,Sarcasm
35,472479938365620224,train,"Thank you, dog, for drinking water so fast you vomit it up. I TOTALLY wanted to clean up dog vomit. #not",Sarcasm
325,472984075595419648,train,You know you're a dj when you leave the tables for a couple mins #not,Sarcasm
107,472575110830776320,train,It's kinda hard to tell I'm I'm bring users or not..... #not#imlieing#itsobvious,Not_enough_context
415,472068297584672768,test,"Netizen commented positively on the male leads and commented negatively on the female leads.. Hmm, shocking. #not",Sarcasm
357,472971161148473344,train,@minnikan So many lessons#taught to me by life #not by individuals.,Literal
284,463404275117613056,train,"@BretBaier @jengriffinfnc I'm shocked I tell you, SHOCKED! #sarcasm Prayers for their safe return.",Sarcasm
89,473968554170003458,train,@stjepkoz i guess thats good for me just starting out. Uncorrupted so to speak :),Not_enough_context
232,463151858304180224,train,"@davidtedu and #sarcasm - I’m there! Kevin, 6th grade, central coast. #caedchat",Not_enough_context
200,472052264996446208,train,Today is a great day because I'm finally done with Spanish nice to know ya #Not,Sarcasm
296,460240563682291712,train,If Jeff Gordon wins this race it'll really be the cherry on top of my awesome day... #sarcasm #nascar #rainbowbaby #boo,Sarcasm
102,472864170535571456,train,@chloe_clark_ haha see now I'm looking down Twitter I see the error of my ways #ifeellikeivemissedout #not,Not_enough_context
354,472240813301186560,train,Well after pitching 8 innings this drive to grand forks should be a breeze #Not #SoreAF #OldProbs,Not_enough_context
103,473164748776013827,train,"@Adamwalker41 it was not good m8, and  thats been kind. You all need to put this wrong right so to speak. Keep the faith we will.",Not_enough_context
152,472587757374541824,train,@princessisla529 You just seem to attract them all my dear!! #luckygirl #not,Literal
383,472369320786669570,test,Stay in and cut grass v go out and shop #DecisionsDecisions #not,Sarcasm
406,463169909350879233,test,"Distracted driving is cool because it's one of the main reasons for car accidents, am I right!? #sarcasm",Sarcasm
233,474488234383540224,train,"Chai! She changed ""DP"" and all I could do was delete the contact. Such beauty! < #Irony",Not_enough_context
467,464302558647824384,test,Like literally every nightmare i have is me running away from somebody who's tryna kill me in the worst way..that must mean something right?,Not_enough_context
154,474660777413312512,train,@sb_67 further #irony: he just changed lanes twice without a turn signal.,Literal
77,473084118595817474,train,"Ah hayfever, how I've missed your itchy eyes and snotty nose. #not",Sarcasm
333,472541554037768192,train,I love it when @finnsonator random friend @little_dyl99 rapes my twitter during a movie #thanks #not #gtfo,Sarcasm
431,472706910605434880,test,Man I just love how my body is stuck on an a strict 6AM time to wake up every morning so I can't sleep in ever! #NOT,Sarcasm
365,476430119913799681,train,I'm literally going to lay in my bed all day and catch up on all the pretty little liars I missed out on,Literal
462,472179089051508737,test,Sitting in bed watching my friends play candy crush. This is the life. #not,Sarcasm
450,472170471857729536,test,don't you just love when your whole family fights over complete bullshit bc same #lol #not #growup,Rhetorical question
95,472113308590673920,train,@Juliet777777 @Alisha90uk really and on the NHS??? If it's in the star it must be true #NOT,Not_enough_context
237,471684830217109504,train,To all those people joking about it #sarcasm pic.twitter.com/UuWuHOUZzJ,Not_enough_context
207,472068140382179329,train,@Alonzos_Paisa looks pretty hot riding his bike shirtless down mill! #NOT,Sarcasm
221,460239761915920384,train,"What America needs to move forward is a rich, mean old lady with a drinking problem,a cheating husband, and a trail of dead bodies #sarcasm",Sarcasm
184,464510074728087552,train,"The best part of the draft is seeing how many football experts there are on Facebook & twitter. Wow, y'all! So clever. #not",Sarcasm
19,473508098074615808,train,"@Grassybrit So being ""green"" could actually make your lawn brown. #irony",Literal
279,464102398362152960,train,It's like we're all meant to be Zac Efrons #YeahRight,Other
40,474758659499913217,train,Isn't Lebron a spokesperson for Gaterade? #irony #spursvsheat #HeatvsSpurs #nba,Rhetorical question
364,472462014111969280,train,The only benefit to having a cold/sore throat is the sound of your own raspy voice. #FeelInvincible #Irony,Literal
373,476455281862647809,train,@BettyWho is literally everything good in life and there is rarely a moment when her music is not playing in my house.,Hyperbole
314,460246783419883520,train,I love when parents are responsible #Sarcasm #WatchYourDamnKids,Sarcasm
188,463497585777340416,train,@EganNell @JaiminOk Sea world is cool not cruel #sarcasm but tbh it was kinda fun,Sarcasm
361,472890062254780416,train,"I may seem like the wrong choice to everyone else, but maybe I'm the right kind of wrong for you. #not #likeeveryother",Literal
104,463436000120020994,train,@girlposts @kalebholm now they just jump in cold water.  #soentertaining #sarcasm,Not_enough_context
46,472820529741955072,train,I talk too much. I have a lot of stories & opinions. I guess I will try to be more basic.. #NOT,Sarcasm
418,472513770783539201,test,Ok nail salon lady just burn my face off really it's okay #not #fuckingchink,Hyperbole
79,464073497262952448,train,"Appreciate the guy telling me, in detail, about the horror film about being stuck in a lift, while we were stuck in a lift! #not",Sarcasm
170,472513092564160512,train,@Dfyeant maybe that's why everyone kept askin if I was ok... because of the look of having a blast....lol #NOT,Sarcasm
435,463199636467892225,test,@aallyysssaaaa it's the 5th of May! That only happens like once a year! #sarcasm,Sarcasm
144,472120583048527873,train,Not making this up: I just got a complaint about how we're technically backwards from a guy with a Juno email address. #irony,Literal
163,472236074971176960,train,Bathroom cleaned well today yet I c the 1st spider i ever in it 2nite. Is this #irony or did clean change habitat and force him to surface?,Literal
423,464033714864160768,test,I researched common Dutch phrases for my stay in Belgium and it literally looks like someone banged on the keyboard. pic.twitter.com/fMHjXaJIgI,Hyperbole
0,id,type,tweet,label
353,463340533008433152,train,dear @rahulpandita how did u come up with this brilliant conclusion? #sarcasm pic.twitter.com/n9kcmv2fb6,Not_enough_context
211,472776016914841600,train,Work gym badminton football beer night out! Looking forward to work tomorrow #not,Sarcasm
224,472461683806703616,train,Going on 3 hours at the DMV... I am so happy right now! #sarcasm,Sarcasm
405,463095830153424897,test,"@_Mz2Die4_: Oh yeah, I like him too... lol. #LakersCoach #sarcasm @Mz_Cocoa01 He's a quitter.",Sarcasm
442,460234835425251328,test,"Thank you, table behind us, for keeping everyone updated about the fight we're all watching. You must know everything about #UFC. #sarcasm",Sarcasm
196,472554937399144449,train,"Oh, @Tanisha_DaDiva. Don't feel silly. Your reaction would have been totally fine at a REAL #SurprisePressConference! #not",Sarcasm
280,472412810044248064,train,"Im sure Inzaghi was the missing piece of the jigzaw, well surely go on to win it all now #Not #FuckThisWorld",Sarcasm
160,472272654834339840,train,"#Irony Secretive gathering of rich and powerful at #Bilderberg2014 actually has ""Does privacy exist?"" on its agenda theguardian.com/world/2014/may…",Literal
433,463382969819090945,test,Really relieved to see the mock questions for CHIN310 make sense. Was almost worried they wouldn't be in English then. #sarcasm,Sarcasm
472,476466901540147202,test,@taejaro -  bc of a boy that thinks he's good at everything (he literally only ever gets As),Not_enough_context
120,472227413305221120,train,I love getting to know someone for months and months then all of a sudden stop talking completely... #Not,Not_enough_context
436,473100401425002498,test,Ya know it's gunna be a great day when both your knees are hurting this morning #not #fuck,Sarcasm
420,472879895123480576,test,"Life sucks, keep a condom in ur pants incase it fucks u. #life #bored #sarcasm #wisdom #meditation. #peace #happy #summer",Metaphor
145,472169795383988224,train,I just read this article about how women should be recognized for their true beauty... Then I walk out of work and get whistled at. #Irony,Literal
459,472303816818589696,test,@BumbleCricket @NOstra4amas haha watch the door doesn't hit you on the way out!! #chickmagnet #not,Sarcasm
